grade,chapter,title,counts,generations,cost_inr,seconds,exit,verdict,attempts,retried,report,log
vii,1,The Day the River Spoke (Learning Together),12/10/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch01_20260815_154727.md,genon/out/runlogs/batch_english_vii_ch01_20260815_154724.log
vii,2,Try Again (Learning Together),10/8/6,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch02_20260815_154727.md,genon/out/runlogs/batch_english_vii_ch02_20260815_154724.log
vii,3,Three Days to See (Learning Together),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch03_20260815_154727.md,genon/out/runlogs/batch_english_vii_ch03_20260815_154724.log
vii,4,"Animals, Birds, and Dr. Dolittle (Wit and Humour)",12/10/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch04_20260815_154727.md,genon/out/runlogs/batch_english_vii_ch04_20260815_154724.log
vii,5,A Funny Man (Wit and Humour),12/10/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch05_20260815_154727.md,genon/out/runlogs/batch_english_vii_ch05_20260815_154724.log
vii,6,Say the Right Thing (Wit and Humour),10/8/6,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch06_20260815_154728.md,genon/out/runlogs/batch_english_vii_ch06_20260815_154724.log
vii,7,My Brother's Greatest Invention (Dreams and Discoveries),8/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch07_20260815_154728.md,genon/out/runlogs/batch_english_vii_ch07_20260815_154724.log
vii,8,Paper Boats (Dreams and Discoveries),12/10/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch08_20260815_154728.md,genon/out/runlogs/batch_english_vii_ch08_20260815_154724.log
vii,9,"North, South, East, West (Dreams and Discoveries)",10/8/6,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch09_20260815_154728.md,genon/out/runlogs/batch_english_vii_ch09_20260815_154724.log
vii,10,The Tunnel (Travel and Adventure),7/4,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch10_20260815_154728.md,genon/out/runlogs/batch_english_vii_ch10_20260815_154724.log
vii,11,Travel (Travel and Adventure),8/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch11_20260815_154728.md,genon/out/runlogs/batch_english_vii_ch11_20260815_154724.log
vii,12,Conquering the Summit (Travel and Adventure),8/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch12_20260815_154729.md,genon/out/runlogs/batch_english_vii_ch12_20260815_154724.log
vii,13,A Homage to Our Brave Soldiers (Bravehearts),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch13_20260815_154729.md,genon/out/runlogs/batch_english_vii_ch13_20260815_154724.log
vii,14,My Dear Soldiers (Bravehearts),7/4,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch14_20260815_154729.md,genon/out/runlogs/batch_english_vii_ch14_20260815_154724.log
vii,15,Rani Abbakka (Bravehearts),6/4,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_vii_ch15_20260815_154729.md,genon/out/runlogs/batch_english_vii_ch15_20260815_154724.log
viii,1,The Wit that Won Hearts (Wit and Wisdom),8/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch01_20260815_154729.md,genon/out/runlogs/batch_english_viii_ch01_20260815_154724.log
viii,2,A Concrete Example (Wit and Wisdom),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch02_20260815_154729.md,genon/out/runlogs/batch_english_viii_ch02_20260815_154724.log
viii,3,Wisdom Paves the Way (Wit and Wisdom),8/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch03_20260815_154730.md,genon/out/runlogs/batch_english_viii_ch03_20260815_154724.log
viii,4,A Tale of Valour — Major Somnath Sharma and the Battle of Badgam (Values and Dispositions),8/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch04_20260815_154730.md,genon/out/runlogs/batch_english_viii_ch04_20260815_154724.log
viii,5,Somebody's Mother (Values and Dispositions),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch05_20260815_154730.md,genon/out/runlogs/batch_english_viii_ch05_20260815_154724.log
viii,6,Verghese Kurien — I Too Had A Dream (Values and Dispositions),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch06_20260815_154730.md,genon/out/runlogs/batch_english_viii_ch06_20260815_154724.log
viii,7,The Case of the Fifth Word (Mystery and Magic),11/9/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch07_20260815_154730.md,genon/out/runlogs/batch_english_viii_ch07_20260815_154724.log
viii,8,The Magic Brush of Dreams (Mystery and Magic),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch08_20260815_154731.md,genon/out/runlogs/batch_english_viii_ch08_20260815_154724.log
viii,9,Spectacular Wonders (Mystery and Magic),8/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch09_20260815_154731.md,genon/out/runlogs/batch_english_viii_ch09_20260815_154724.log
viii,10,The Cherry Tree (Environment),10/8/6,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch10_20260815_154731.md,genon/out/runlogs/batch_english_viii_ch10_20260815_154724.log
viii,11,Harvest Hymn (Environment),11/9/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch11_20260815_154731.md,genon/out/runlogs/batch_english_viii_ch11_20260815_154724.log
viii,12,Waiting for the Rain (Environment),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch12_20260815_154731.md,genon/out/runlogs/batch_english_viii_ch12_20260815_154724.log
viii,13,Feathered Friend (Science and Curiosity),11/9/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch13_20260815_154731.md,genon/out/runlogs/batch_english_viii_ch13_20260815_154724.log
viii,14,Magnifying Glass (Science and Curiosity),11/9/7,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch14_20260815_154732.md,genon/out/runlogs/batch_english_viii_ch14_20260815_154724.log
viii,15,Bibha Chowdhuri — The Beam of Light that Lit the Path for Women in Indian Science (Science and Curiosity),9/7/5,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/english_viii_ch15_20260815_154732.md,genon/out/runlogs/batch_english_viii_ch15_20260815_154724.log
